ts,method,path,status_code,duration_ms,user_id,user_agent,endpoint,시각,날짜
2026-08-24 09:02:00,POST,/conversations/ca02135e-92b1-43f2-8ede-0d7ac3baea9e/messages,200,150.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 09:02:00,2026-08-24
2026-08-24 10:56:00,GET,/me,200,65.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me,2026-08-24 10:56:00,2026-08-24
2026-08-24 11:02:00,GET,/conversations/8d116ece-1738-47d9-bd9c-172411e20b8f/messages,200,74.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:02:00,2026-08-24
2026-08-24 11:07:00,GET,/conversations/ae97ba94-d0ed-482f-8f6d-05584ef8aa38/messages,200,107.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:07:00,2026-08-24
2026-08-24 11:13:00,GET,/me/conversations,200,51.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 11:13:00,2026-08-24
2026-08-24 11:19:00,GET,/conversations/3f98e277-4cbd-47ad-9c90-a9587403e430/messages,200,118.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:19:00,2026-08-24
2026-08-24 11:27:00,GET,/me/conversations,200,64.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 11:27:00,2026-08-24
2026-08-24 11:33:00,GET,/conversations/57124242-5051-41cc-917f-9acae01f5057/messages,200,85.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:33:00,2026-08-24
2026-08-24 11:38:00,POST,/conversations,500,500.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 11:38:00,2026-08-24
2026-08-24 11:39:00,GET,/conversations/7f150524-34b9-45df-9e77-69b10f4205b4/messages,200,87.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:39:00,2026-08-24
2026-08-24 11:45:00,GET,/conversations/b774eb52-48db-40af-b215-8370d269a9a5/messages,200,87.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:45:00,2026-08-24
2026-08-24 11:49:00,GET,/me,200,45.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me,2026-08-24 11:49:00,2026-08-24
2026-08-24 11:54:00,POST,/conversations/4f426dcb-b394-4b36-bb2d-420f0f88080b/messages,200,192.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 11:54:00,2026-08-24
2026-08-24 12:00:00,GET,/conversations/ae97ba94-d0ed-482f-8f6d-05584ef8aa38/messages,200,34.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:00:00,2026-08-24
2026-08-24 12:03:00,GET,/conversations/6b0d549b-6f03-475a-9600-a35a099950d8/messages,200,62.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:03:00,2026-08-24
2026-08-24 12:04:00,GET,/conversations/57124242-5051-41cc-917f-9acae01f5057/messages,200,73.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:04:00,2026-08-24
2026-08-24 12:10:00,GET,/conversations/907a70c3-1012-4037-b64c-e4228c38fb29/messages,200,119.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:10:00,2026-08-24
2026-08-24 12:14:00,POST,/conversations/5790f82e-c1d3-4cff-aa3a-f4d46b0a18e8/messages,200,156.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:14:00,2026-08-24
2026-08-24 12:15:00,POST,/conversations/9be4bcfc-49b6-4a08-b2e6-cc3ababced20/messages,200,203.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:15:00,2026-08-24
2026-08-24 12:21:00,POST,/conversations/9be4bcfc-49b6-4a08-b2e6-cc3ababced20/messages,200,143.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:21:00,2026-08-24
2026-08-24 12:29:00,GET,/me/conversations,404,59.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 12:29:00,2026-08-24
2026-08-24 12:33:00,GET,/me,200,59.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me,2026-08-24 12:33:00,2026-08-24
2026-08-24 12:37:00,POST,/conversations,200,112.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 12:37:00,2026-08-24
2026-08-24 12:40:00,GET,/me/conversations,200,64.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 12:40:00,2026-08-24
2026-08-24 12:45:00,GET,/me/conversations,200,77.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 12:45:00,2026-08-24
2026-08-24 12:47:00,GET,/me/conversations,200,89.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 12:47:00,2026-08-24
2026-08-24 12:49:00,GET,/me/conversations,200,72.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 12:49:00,2026-08-24
2026-08-24 12:55:00,POST,/conversations,200,138.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 12:55:00,2026-08-24
2026-08-24 12:56:00,POST,/conversations,200,139.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 12:56:00,2026-08-24
2026-08-24 12:58:00,POST,/conversations/ae658f33-fe3b-490b-93f4-48b3a5aa3c81/messages,200,166.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 12:58:00,2026-08-24
2026-08-24 13:04:00,GET,/me/conversations,200,59.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:04:00,2026-08-24
2026-08-24 13:10:00,POST,/conversations,200,95.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 13:10:00,2026-08-24
2026-08-24 13:11:00,GET,/me/conversations,200,53.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:11:00,2026-08-24
2026-08-24 13:16:00,GET,/conversations/8d116ece-1738-47d9-bd9c-172411e20b8f/messages,200,99.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 13:16:00,2026-08-24
2026-08-24 13:20:00,GET,/conversations/7f26144b-9828-4fcd-99a5-4a7bb1fee08f/messages,500,372.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 13:20:00,2026-08-24
2026-08-24 13:26:00,GET,/me,200,22.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me,2026-08-24 13:26:00,2026-08-24
2026-08-24 13:28:00,GET,/me/conversations,200,84.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:28:00,2026-08-24
2026-08-24 13:29:00,GET,/me/conversations,200,8.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:29:00,2026-08-24
2026-08-24 13:35:00,GET,/conversations/451abd81-f1d6-4ed6-97f5-e837d70820fe/messages,200,129.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 13:35:00,2026-08-24
2026-08-24 13:41:00,GET,/me/conversations,200,44.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:41:00,2026-08-24
2026-08-24 13:43:00,GET,/me/conversations,200,36.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:43:00,2026-08-24
2026-08-24 13:46:00,POST,/conversations,200,104.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 13:46:00,2026-08-24
2026-08-24 13:49:00,POST,/conversations,200,22.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 13:49:00,2026-08-24
2026-08-24 13:53:00,GET,/me/conversations,200,12.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 13:53:00,2026-08-24
2026-08-24 13:59:00,POST,/conversations,200,77.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 13:59:00,2026-08-24
2026-08-24 14:05:00,GET,/me/conversations,200,81.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 14:05:00,2026-08-24
2026-08-24 14:09:00,POST,/conversations/7f26144b-9828-4fcd-99a5-4a7bb1fee08f/messages,200,124.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:09:00,2026-08-24
2026-08-24 14:15:00,GET,/me/conversations,200,52.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 14:15:00,2026-08-24
2026-08-24 14:16:00,POST,/conversations/ca02135e-92b1-43f2-8ede-0d7ac3baea9e/messages,200,154.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:16:00,2026-08-24
2026-08-24 14:18:00,GET,/conversations/6b4cb242-4a23-4596-a217-beaddbc496cb/messages,200,130.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:18:00,2026-08-24
2026-08-24 14:22:00,GET,/me/conversations,200,8.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 14:22:00,2026-08-24
2026-08-24 14:28:00,POST,/conversations/c7a2ea20-b2f1-4c94-ae05-319acb5c7427/messages,200,123.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:28:00,2026-08-24
2026-08-24 14:33:00,GET,/conversations/a170b338-3926-4059-b28c-105d1fb17c23/messages,200,99.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:33:00,2026-08-24
2026-08-24 14:38:00,POST,/conversations/6b0d549b-6f03-475a-9600-a35a099950d8/messages,200,200.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:38:00,2026-08-24
2026-08-24 14:42:00,GET,/conversations/49952399-c4aa-4ac1-b7dc-76fb0f17a300/messages,200,88.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:42:00,2026-08-24
2026-08-24 14:43:00,GET,/conversations/3f98e277-4cbd-47ad-9c90-a9587403e430/messages,500,360.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:43:00,2026-08-24
2026-08-24 14:44:00,GET,/conversations/9531985d-5d9d-49f8-9818-e811892f902b/messages,200,102.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:44:00,2026-08-24
2026-08-24 14:50:00,POST,/conversations/451abd81-f1d6-4ed6-97f5-e837d70820fe/messages,200,79.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:50:00,2026-08-24
2026-08-24 14:52:00,POST,/conversations,200,93.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 14:52:00,2026-08-24
2026-08-24 14:53:00,GET,/conversations/57124242-5051-41cc-917f-9acae01f5057/messages,200,110.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 14:53:00,2026-08-24
2026-08-24 14:54:00,GET,/me/conversations,200,49.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 14:54:00,2026-08-24
2026-08-24 14:55:00,GET,/me/conversations,404,53.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 14:55:00,2026-08-24
2026-08-24 15:00:00,GET,/me,200,36.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me,2026-08-24 15:00:00,2026-08-24
2026-08-24 15:01:00,GET,/me/conversations,200,34.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 15:01:00,2026-08-24
2026-08-24 15:04:00,POST,/conversations/18f135d2-5f55-4203-b018-50c5a38fd547/messages,200,134.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 15:04:00,2026-08-24
2026-08-24 15:10:00,POST,/conversations/c7a2ea20-b2f1-4c94-ae05-319acb5c7427/messages,200,219.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 15:10:00,2026-08-24
2026-08-24 15:11:00,POST,/conversations/8e81973e-0bec-47b0-b898-d190f9ebdacc/messages,404,199.0,a92f4d18-6b77-4c55-9e02-1f3b7c8d4e6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-24 15:11:00,2026-08-24
2026-08-24 15:17:00,GET,/me/conversations,200,38.0,7c1e9b02-44da-4f0e-9a31-8ad5c6f21b90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-24 15:17:00,2026-08-24
2026-08-24 15:21:00,POST,/conversations,200,166.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-24 15:21:00,2026-08-24
2026-08-25 09:06:00,POST,/conversations,200,118.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-25 09:06:00,2026-08-25
2026-08-25 09:07:00,GET,/conversations/6b4cb242-4a23-4596-a217-beaddbc496cb/messages,404,64.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-25 09:07:00,2026-08-25
2026-08-25 09:08:00,GET,/me/conversations,200,78.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/me/conversations,2026-08-25 09:08:00,2026-08-25
2026-08-25 09:11:00,POST,/conversations/6b4cb242-4a23-4596-a217-beaddbc496cb/messages,200,108.0,3fa85f64-5717-4562-b3fc-2c963f66afa6,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations/{id}/messages,2026-08-25 09:11:00,2026-08-25
2026-08-25 09:14:00,POST,/conversations,200,172.0,5e90694f-0aca-43e6-b6dd-68daa289b104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/141.0,/conversations,2026-08-25 09:14:00,2026-08-25
